x,y,z,time
0.4938041, 2.130241, 8.994417, 1430067490092
0.1352724, 1.395221, 7.765593, 1430067490265
-2.0853498, 2.178125, 9.363723, 1430067490445
-2.765303, 1.7429788, 9.216479, 1430067490625
-1.6932992, -0.6410475, 10.6715555, 1430067490805
-1.9656396, -1.0486604, 9.668983, 1430067490986
-1.7597382, -2.654571, 9.588778, 1430067491166
-6.5738792, -4.7058034, 7.902063, 1430067491346
-5.5737014, -5.793968, 1.8231846, 1430067491529
-7.3286514, -5.7802014, -0.5303157, 1430067491706
-6.3488245, -7.6363063, 1.0324994, 1430067491886
-8.009203, -7.265804, 0.74399817, 1430067492067
-3.3087866, -3.0382419, -10.119094, 1430067492247
-7.2089415, -5.9771247, -0.9576807, 1430067492428
-4.55856, -6.6744356, -1.050456, 1430067492608
-5.8478374, -8.037933, 1.0875661, 1430067492787
-5.940613, -7.831434, 0.23523031, 1430067492968
-6.2087636, -13.092093, -2.6809072, 1430067493148
-4.1120415, -8.658031, 0.6314707, 1430067493328
-3.9773676, -8.613739, 1.4796166, 1430067493508
-3.5093012, -9.563639, 1.4209588, 1430067493689
-4.0803185, -9.433155, 1.5676036, 1430067493868
-2.7024553, -8.562862, 0.7152678, 1430067494049
-3.6236243, -9.299079, 1.1025299, 1430067494232
-2.842516, -9.167996, 1.2707225, 1430067494409
-2.7509377, -9.324219, 1.3305776, 1430067494589
-2.730587, -9.503185, 1.2372037, 1430067494769
-2.8580782, -8.974665, 1.6867151, 1430067496211
-3.2800562, -9.0716305, 2.079364, 1430067496391
-3.1489737, -6.637924, -0.7781156, 1430067496572
-3.2369606, -9.873089, 2.3409307, 1430067496752
-7.845799, -7.141904, 4.9218802, 1430067496932
-7.6961613, -12.968193, -1.1300632, 1430067497112
0.8996213, -4.1575313, 2.819771, 1430067497292
-15.052944, -18.619707, 5.6563015, 1430067497473
1.8495208, -3.8456864, 4.589086, 1430067497653
-10.336368, -16.694769, 4.1299977, 1430067497833
-2.0751743, -9.5798, 3.2956185, 1430067498013
-6.4164605, -10.82658, -0.4878186, 1430067498192
-0.18495208, -5.935226, 3.9175124, 1430067498373
1.2042835, -9.027337, -3.9372647, 1430067498554
-6.9461775, -11.170747, 8.337209, 1430067498734
-0.26515785, -17.14847, 11.777079, 1430067498914
-6.013636, -13.474567, -5.9543796, 1430067499094
7.85777, 8.10557, -2.6342204, 1430067499274
19.317019, -18.297686, -4.56694, 1430067499454
8.623915, -2.4881742, 3.1010897, 1430067499635
-2.456451, -19.608511, 3.252523, 1430067499814
0.7679402, 4.2850223, -3.3051953, 1430067499995
-0.748188, -13.42788, 8.281544, 1430067500175
-13.954604, -0.20949265, -2.1140802, 1430067500355
-2.5157075, -19.608511, 0.12808979, 1430067500536
2.0033484, -2.7216089, -1.0259154, 1430067500716
-4.3598413, -7.835025, -2.779668, 1430067500896
-2.6138697, -2.540248, -0.97623575, 1430067501075
-12.513894, -19.556438, 4.694431, 1430067501255
5.825093, -18.921974, 6.4990606, 1430067501435
-19.484612, -19.608511, 0.6703765, 1430067501616
-5.7065797, -5.427057, 6.797737, 1430067501796
9.703699, -0.93852705, -5.686229, 1430067501976
4.5567646, -7.514202, -12.692861, 1430067502156
11.305421, -4.6393642, -4.6483426, 1430067502336
-8.818443, -19.17157, -6.369175, 1430067502529
-0.36391866, 5.0517654, -3.5128925, 1430067502697
4.7243586, -6.063316, 4.9003325, 1430067502877
-9.212888, -0.18315643, 2.521693, 1430067503058
-3.067571, -19.608511, 0.17956513, 1430067503237
3.3183637, -1.3916297, 1.0857705, 1430067503418
-0.96306765, -13.98154, -1.8842367, 1430067503599
1.3700819, 0.31124622, -1.4263457, 1430067503779
-10.808623, -14.527417, 0.094570965, 1430067503959
-0.8062474, -19.608511, 7.617751, 1430067504142
-3.0681696, -19.582775, 19.608511, 1430067504319
-6.3871317, -10.190321, 2.932897, 1430067504499
6.655282, 10.159795, -4.614824, 1430067504679
19.607914, -18.142662, -3.8109705, 1430067504859
-8.982447, 4.5513773, 3.376423, 1430067505040
1.0600328, -19.608511, 5.011064, 1430067505220
-2.0260932, 1.9375077, -2.9095535, 1430067505400
-2.8137856, -7.8027034, -5.064934, 1430067505580
-3.5805287, -5.641338, 5.2169657, 1430067505761
-13.107656, -18.981829, 2.6084828, 1430067505943
4.5423994, -18.321629, 7.60997, 1430067506120
-19.322405, -19.608511, -8.215703, 1430067506300
-3.6493618, -7.8422074, 5.9878983, 1430067506481
12.699445, 13.36204, -0.6596026, 1430067506662
17.736246, -18.550873, -5.9448028, 1430067506842
-0.7835025, -4.8219223, 13.011888, 1430067507022
-10.2657385, -19.608511, -6.0561333, 1430067507202
-1.2802993, 4.6483426, -2.7371712, 1430067507381
-5.9759274, -4.1838675, -6.439804, 1430067507561
-10.288484, -2.473809, 0.19632454, 1430067507742
-1.5035586, -19.608511, -0.6254852, 1430067507922
8.186973, -1.9500773, 3.6655228, 1430067508102
-3.3464954, -9.015367, -7.743447, 1430067508283
-5.282806, -0.60812724, 6.160281, 1430067508463
-8.030751, -19.608511, 3.7541082, 1430067508643
7.32925, -5.1523223, 3.1435869, 1430067508824
-18.783709, -19.608511, -12.832322, 1430067509003
-1.9806033, -1.4802152, 1.0354922, 1430067509184
-9.299079, -4.6860514, -7.7266874, 1430067509364
-7.0287776, -19.608511, 11.35091, 1430067509544
10.821792, -13.4422455, 15.320497, 1430067509724
-2.5007436, -13.715184, -3.5775359, 1430067509905
2.6898856, 7.841609, -7.3430166, 1430067510085
3.834314, -18.229452, -8.245032, 1430067510265
5.6946087, -2.3948002, 2.5965118, 1430067510446
-2.0039468, -19.186533, -5.2439003, 1430067510625
1.6358383, 8.548497, -8.2276745, 1430067510805
8.709507, 6.4380083, -10.097546, 1430067510986
-16.870144, -3.8367083, 11.634624, 1430067511166
8.27496, -19.608511, -3.0933087, 1430067511346
0.1412579, 3.0460231, -6.271013, 1430067511526
-2.742558, -11.28926, -5.113416, 1430067511706
-9.266159, -1.7723078, -1.8920178, 1430067511887
-1.8698715, -19.608511, -4.222773, 1430067512067
5.6670756, -1.1174936, 0.017357962, 1430067512247
-10.874464, -19.608511, -11.857284, 1430067512427
-2.814384, -2.7898436, 6.0202203, 1430067512606
-13.690045, -19.608511, -4.331111, 1430067512787
-0.51834464, -16.881516, 13.715783, 1430067512967
-19.60911, -19.608511, -9.251195, 1430067513154
-1.6095021, -5.7784057, 7.4286094, 1430067513327
2.5181017, 11.976994, -8.06427, 1430067513510
-0.81402856, -19.608511, -13.267468, 1430067513688
9.768343, -10.784681, 9.530719, 1430067513869
-1.2437878, -19.608511, -4.5819035, 1430067514049
8.768166, 17.347788, -11.210251, 1430067514229
0.29508537, -19.608511, -7.9170265, 1430067514409
-12.680291, -3.2812533, 8.711303, 1430067514589
6.143522, -19.608511, 6.339846, 1430067514769
-1.2545617, 2.022502, -8.355764, 1430067514949
0.0035913025, -0.60453594, -4.3754034, 1430067515129
-11.41735, -4.2221746, 2.8329391, 1430067515309
4.183269, -19.608511, -2.4289176, 1430067515490
5.4821234, 0.44891283, -2.7036524, 1430067515670
-4.2880154, -14.501679, -7.654263, 1430067515850
1.7429788, -2.3983915, 5.659294, 1430067516030
0.3489549, -19.608511, 0.9151836, 1430067516211
5.1529207, -9.152434, 8.930372, 1430067516391
-19.60911, -19.608511, -8.422203, 1430067516571
1.4736311, -1.0390835, -2.7341783, 1430067516751
-8.239645, -16.13632, -9.965864, 1430067516931
-2.1404164, -19.608511, 9.746197, 1430067517112
-11.417948, -19.608511, 10.5207205, 1430067517292
-4.3263226, -4.2317514, 3.117849, 1430067517472
-4.9135003, -1.9758149, -5.355231, 1430067517652
-12.198458, -17.68058, 11.062409, 1430067517832
0.07182605, -17.740437, 10.825383, 1430067518012
5.777209, -11.7064495, 1.4550761, 1430067518192
6.4619503, 14.525023, -4.7740383, 1430067518372
15.383943, -19.608511, -19.324799, 1430067518554
14.227544, -6.2243257, 4.4837413, 1430067518733
-4.8135424, -19.608511, -3.493739, 1430067518913
4.1054573, 11.349114, -7.755418, 1430067519092
7.6494746, -2.8419175, 4.1611223, 1430067519273
-12.342709, -5.6060233, 13.317148, 1430067519454
4.079121, -19.608511, 0.8391677, 1430067519634
-0.8086416, 3.5260606, -9.100959, 1430067519814
2.6821043, -2.4522612, -6.1507044, 1430067519994
-9.421184, -3.1735144, 3.4757824, 1430067520175
4.19943, -19.608511, 4.2012253, 1430067520355
5.2157683, -1.4203602, 0.39683893, 1430067520535
-11.899182, -19.608511, -13.111247, 1430067520715
2.907758, -0.6817489, -1.3958195, 1430067520895
-5.475539, -14.925453, -7.953538, 1430067521075
1.7944542, -19.608511, 10.873865, 1430067521255
-7.7787614, -19.608511, 12.726977, 1430067521435
1.4059949, -7.177218, 6.7719994, 1430067521615
-3.2531216, 8.298902, -6.4218473, 1430067521796
-0.90021986, 8.588001, -19.608511, 1430067521976
15.111603, -10.51713, 11.618463, 1430067522156
-2.3786395, -17.720085, -5.167286, 1430067522337
3.3740287, 12.547413, -8.614338, 1430067522517
5.93343, 1.8602947, -4.292804, 1430067522696
-6.7869635, -4.8620253, 7.838018, 1430067522877
10.281899, -19.608511, 6.179435, 1430067523057
-7.487866, 1.2425907, -10.138845, 1430067523246
1.2042835, 2.2828712, -0.49799395, 1430067523418
-2.0135236, -3.4201171, 6.7265096, 1430067523598
-7.6009917, -19.608511, -0.8391677, 1430067523778
5.5485625, -4.7536874, 6.2620344, 1430067523958
-16.445772, -19.608511, -12.641984, 1430067524139
2.088941, -0.6488287, 0.7733272, 1430067524324
-7.2987237, -19.486408, -7.7865424, 1430067524499
-2.047641, -19.608511, 10.346542, 1430067524678
-2.5540147, -19.370289, 15.267824, 1430067524858
-1.407192, -6.4350157, 4.5160627, 1430067525039
3.104681, 14.159907, -6.075287, 1430067525219
16.919226, -14.649522, -8.769362, 1430067525400
10.443508, -4.042011, 0.694917, 1430067525580
0.2657564, -19.608511, 0.3405752, 1430067525760
-2.7880478, 4.8937483, -8.1642275, 1430067525940
2.843713, -4.4059296, 2.7832594, 1430067526120
-10.38904, -5.13257, 10.279505, 1430067526300
10.356718, -19.608511, 4.2862196, 1430067526481
-0.98102415, 3.2812533, -8.707113, 1430067526661
-5.081693, -5.6185927, -5.7239375, 1430067526841
1.7345991, -3.50152, 8.89446, 1430067527021
-2.7670987, -19.608511, 3.6457705, 1430067527201
8.301894, -5.4384294, 17.154455, 1430067527381
-18.13907, -19.608511, -13.324929, 1430067527562
2.2732944, -0.5710171, -3.1549592, 1430067527742
-8.655039, -14.657303, -10.726623, 1430067527922
-2.3235726, -19.608511, 15.074492, 1430067528102
3.8780081, -18.972252, 19.540277, 1430067528291
0.16819267, -7.3609734, -0.45130703, 1430067528462
4.0479965, 12.611458, -5.2642508, 1430067528642
19.607914, -17.53274, -4.4077253, 1430067528822
15.937004, -3.6846764, 5.6245785, 1430067529004
-5.9172697, -19.608511, -4.659715, 1430067529184
0.9840169, 10.800244, -5.283405, 1430067529363
8.66701, -2.4462755, 2.8042088, 1430067529544
-6.06152, -1.4933833, 9.200917, 1430067529723
5.185841, -19.608511, -2.0081367, 1430067529904
-10.672752, 1.0576386, -10.898406, 1430067530084
1.3497312, 6.76362, -8.30369, 1430067530264
-17.3831, -7.5052238, 2.1763294, 1430067530444
10.477027, -19.608511, 1.9500773, 1430067530625
2.6144683, 0.83018947, -1.4987702, 1430067530805
-10.523713, -19.608511, -7.2382703, 1430067530985
2.247557, -0.6967127, 2.0829554, 1430067531165
-6.0399723, -18.716074, -4.876989, 1430067531345
4.1862617, -18.907011, 14.919468, 1430067531525
-0.62488663, -18.763958, 13.678673, 1430067531705
0.077811554, -5.583278, 3.9336734, 1430067531885
-0.25198972, 16.958729, -4.31914, 1430067532066
-8.057686, -10.754754, -18.872894, 1430067532246
10.818799, -5.1918263, 4.2395325, 1430067532426
-10.451289, -19.586964, -8.112753, 1430067532625
2.5983074, 13.774441, -5.9956794, 1430067532787
-4.3263226, -16.905458, -10.267534, 1430067532967
-2.3026235, -3.256713, 4.51726, 1430067533147
6.0208187, -19.608511, 1.3395559, 1430067533327
-8.684368, 0.729633, -8.768764, 1430067533507
2.4756045, 2.7246015, -7.4232225, 1430067533688
-11.567586, -3.5625722, 2.0937295, 1430067533868
9.139266, -19.608511, 3.4877534, 1430067534048
5.6108117, 1.6867151, -0.45968673, 1430067534228
-2.2780828, -19.112314, -10.736797, 1430067534408
5.1104236, -2.4821887, 5.6161985, 1430067534589
-7.6889787, -19.40261, -5.0613422, 1430067534769
2.203264, -17.521965, 12.850279, 1430067534949
-3.2998085, -19.554045, 15.738883, 1430067535129
4.5884876, -5.9346275, 3.8073792, 1430067535309
0.18195933, 15.985486, -6.8707604, 1430067535489
19.587563, -19.608511, -4.732738, 1430067535669
7.978079, -3.8684313, -1.0283096, 1430067535850
-4.9296613, -19.608511, -3.9205053, 1430067536030
1.4993688, 9.156026, -6.841431, 1430067536210
1.7531542, 3.7900212, -5.197213, 1430067536390
-18.4988, -5.366603, 5.691616, 1430067536570
7.6770077, -19.608511, 0.88166475, 1430067536750
2.4881742, -0.25797522, -1.9069817, 1430067536931
-4.3873744, -16.459538, -7.475296, 1430067537111
3.405752, -4.1293993, 9.935937, 1430067537291
-10.454282, -19.608511, -0.31364042, 1430067537470
8.290522, -18.304869, 18.842966, 1430067537651
-17.20653, -19.608511, -2.5049336, 1430067537832
2.1859062, -4.565144, 0.6757634, 1430067538012
-2.44448, 9.89763, -8.070854, 1430067538192
5.852626, -9.080608, -18.060062, 1430067538373
14.826094, -8.171411, 9.401431, 1430067538552
